source_image,confidence,box_area_norm,best_iou_other_class_gt,overlapping_class
PET_PET-B-2-5000X.png,0.6990899443626404,0.0001708115478443991,0.6860630858947563,PET
PET_PET-B-2-5000X.png,0.6714032292366028,0.0002336620886126184,0.7801307766898239,PET
PET_PET-B-2-5000X.png,0.6374441385269165,0.000160280536274513,0.7260235557909918,PET
PET_PET-B-2-5000X.png,0.6155984401702881,0.00014855668286296959,0.7888403295260392,PET
PET_PET-B-2-5000X.png,0.6107396483421326,0.0001412576966913548,0.6451897863089151,PET
PET_PET-B-2-5000X.png,0.5939005017280579,0.00020296626630340598,0.7818969020238709,PET
PET_PET-B-2-5000X.png,0.5800107717514038,0.000170977857572628,0.776883764223453,PET
PET_PET-B-2-5000X.png,0.5770527124404907,0.00013939609467191377,0.8347970657778016,PET
PET_PET-B-2-5000X.png,0.5707905292510986,0.00012827662357077922,0.0,
PET_PET-B-2-5000X.png,0.5548694729804993,0.0002847194712012424,0.0,
PET_PET-B-2-5000X.png,0.5519989728927612,9.88700190646341e-05,0.5976685021108779,PET
PET_PET-B-2-5000X.png,0.5482965111732483,0.00012542305599102594,0.6423758847229798,PET
PET_PET-B-2-5000X.png,0.5423844456672668,0.00015000753719505153,0.5424901232097141,PET
PET_PET-B-2-5000X.png,0.5228325128555298,0.0003164374045900331,0.7707936397466375,PET
PET_PET-B-2-5000X.png,0.5227366089820862,9.937986423210531e-05,0.8204802203348366,PET
PET_PET-B-2-5000X.png,0.5219906568527222,0.0001338262130551963,0.0,
PET_PET-B-2-5000X.png,0.5174915790557861,0.0002833688155040666,0.8271022729663005,PET
PET_PET-B-2-5000X.png,0.5069715976715088,0.0002247438714405803,0.7060815093712455,PET
PET_PET-B-2-5000X.png,0.49883386492729187,0.00020849114994689444,0.8119049211008965,PET
PET_PET-B-2-5000X.png,0.49768948554992676,0.00011799833114991996,0.6933978388409764,PET
PET_PET-B-2-5000X.png,0.4911808669567108,0.0002632224778676573,0.7914882473411698,PET
PET_PET-B-2-5000X.png,0.469047874212265,0.00017088376497819506,0.6191053619665949,PET
PET_PET-B-2-5000X.png,0.4492562413215637,0.00010703562625157777,0.7602852264574432,PET
PET_PET-B-2-5000X.png,0.4425570070743561,0.0001492397787455957,0.6870445629866313,PET
PET_PET-B-2-5000X.png,0.429470032453537,7.976641750550091e-05,0.0,
PET_PET-B-2-5000X.png,0.4246305227279663,0.000210766519861257,0.8648788278624815,PET
