source_image,status,box_area_norm,any_pred_overlap
PS_PSL 10000X.png,FN,0.004622395833333333,False
PS_PSL 10000X.png,FN,0.00296875,False
PS_PSL 10000X.png,FN,0.0006982421875,False
PS_PSL 10000X.png,FN,0.0046346028645833336,False
PS_PSL 10000X.png,FN,0.0015397135416666664,False
PS_PSL 10000X.png,FN,0.0014599609375,False
PS_PSL 10000X.png,FN,0.0013444010416666665,False
PS_PSL 10000X.png,FN,0.004368489583333334,False
PS_PSL 10000X.png,FN,0.002978515625,False
PS_PSL 10000X.png,FN,0.004666341145833333,False
PS_PSL 10000X.png,FN,0.0023583984375,False
PS_PSL 10000X.png,FN,0.0007161458333333334,False
PS_PSL 10000X.png,FN,0.004114583333333334,False
PS_PSL 10000X.png,FN,0.004672832682291666,False
PS_PSL 10000X.png,FN,0.0030192057291666668,False
PS_PSL 10000X.png,FN,0.0054313151041666665,False
PS_PSL 10000X.png,FN,0.0022216796875,False
PS_PSL 10000X.png,FN,0.003154296875,False
PS_PSL 10000X.png,FN,0.00545166015625,False
PS_PSL 10000X.png,FN,0.00308837890625,False
PS_PSL 10000X.png,FN,0.0017431640624999997,False
PS_PSL 10000X.png,FN,0.0010205078125,False
PS_PSL 10000X.png,FN,0.0039208984375000006,False
PS_PSL 10000X.png,FN,0.005035807291666666,False
PS_PSL 10000X.png,FN,0.0032194010416666664,False
PS_PSL 10000X.png,FN,0.0023583984375,False
PS_PSL 10000X.png,FN,0.00046875,False
PS_PSL 10000X.png,FN,0.0019124348958333335,False
PS_PSL 10000X.png,FN,0.00408935546875,False
PS_PSL 10000X.png,FN,0.0038346354166666667,False
PS_PSL 10000X.png,FN,0.00264404296875,False
PS_PSL 10000X.png,FN,0.0035546875,False
PS_PSL 10000X.png,FN,0.005827636718750001,False
PS_PSL 10000X.png,FN,0.0009375,False
PS_PSL 10000X.png,FN,0.0010856119791666666,False
PS_PSL 10000X.png,FN,0.0015494791666666665,False
PS_PSL 10000X.png,FN,0.0015218098958333333,False
PS_PSL 10000X.png,FN,0.0060888671874999994,False
PS_PSL 10000X.png,FN,0.0012613932291666667,False
PS_PSL 10000X.png,FN,0.0008658854166666666,False
PS_PSL 10000X.png,FN,0.0011637369791666667,False
PS_PSL 10000X.png,FN,0.0028255208333333335,False
PS_PSL 10000X.png,FN,0.0023022460937500004,False
PS_PSL 10000X.png,FN,0.00478515625,False
PS_PSL 10000X.png,FN,0.0009586588541666667,False
PS_PSL 10000X.png,FN,0.0025732421875,False
PS_PSL 10000X.png,FN,0.0011425781250000001,False
PS_PSL 10000X.png,FN,0.0020874023437499997,False
PS_PSL 10000X.png,FN,0.0008748372395833334,False
PS_PSL 10000X.png,FN,0.0005615234375000001,False
PS_PSL 10000X.png,FN,0.0020353190104166665,False
PS_PSL 10000X.png,FN,0.0037622070312500005,False
PS_PSL 10000X.png,FN,0.004036458333333333,False
PS_PSL 10000X.png,FN,0.0059244791666666664,False
PS_PSL 10000X.png,FN,0.0012890625,False
PS_PSL 10000X.png,FN,0.004255371093750001,False
PS_PSL 10000X.png,FN,0.0025227864583333335,False
PS_PSL 10000X.png,FN,0.003072916666666667,False
PS_PSL 10000X.png,FN,0.0022566731770833335,False
PS_PSL 10000X.png,FN,0.004248046875,False
PS_PSL 10000X.png,FN,0.0018676757812499999,False
PS_PSL 10000X.png,FN,0.0014241536458333335,False
PS_PSL 10000X.png,FN,0.00335693359375,False
PS_PSL 10000X.png,FN,0.0026806640625,False
PS_PSL 10000X.png,FN,0.0013671875000000001,False
PS_PSL 10000X.png,FN,0.0024690755208333333,False
PS_PSL 10000X.png,FN,0.0027082994791666672,False
PS_PSL 10000X.png,FN,0.0031787109375000003,False
PS_PSL 10000X.png,FN,0.0025048828125,False
PS_PSL 10000X.png,FN,0.0010205078125,False
PS_PSL 10000X.png,FN,0.005605468749999999,False
PS_PSL 10000X.png,FN,0.00099365234375,False
PS_PSL 10000X.png,FN,0.004449055989583333,False
PS_PSL 10000X.png,FN,0.0013834635416666667,False
PS_PSL 10000X.png,FN,0.005013020833333333,False
PS_PSL 10000X.png,FN,0.0024609375,False
PS_PSL 10000X.png,FN,0.002994791666666667,False
PS_PSL 10000X.png,FN,0.0014062500000000002,False
PS_PSL 10000X.png,FN,0.0035441080729166664,False
PS_PSL 10000X.png,FN,0.0019840494791666667,False
PS_PSL 10000X.png,FN,0.0023071289062500003,False
PS_PSL 10000X.png,FN,0.002318522135416667,False
PS_PSL 10000X.png,FN,0.0010416666666666667,False
PS_PSL 10000X.png,FN,0.0005924479166666667,False
PS_PSL 10000X.png,FN,0.0016829427083333334,False
PS_PSL 10000X.png,FN,0.0008854166666666667,False
PS_PSL 10000X.png,FN,0.00592041015625,False
PS_PSL 10000X.png,FN,0.0027799479166666662,False
PS_PSL 10000X.png,FN,0.00032552083333333337,False
PS_PSL 10000X.png,FN,0.00076171875,False
PS_PSL 10000X.png,FN,0.00126953125,False
PS_PSL 10000X.png,FN,0.0017594401041666667,False
PS_PSL 10000X.png,FN,0.0019140625000000002,False
PS_PSL 10000X.png,FN,0.0010823567708333334,False
PS_PSL 10000X.png,FN,0.0016080729166666667,False
PS_PSL 10000X.png,FN,0.0005468749999999999,False
PS_PSL 10000X.png,FN,0.004169921875,False
PS_PSL 10000X.png,FN,0.001435546875,False
PS_PSL 10000X.png,FN,0.00384521484375,False
PS_PSL 10000X.png,FN,0.0048828125,False
PS_PSL 10000X.png,FN,0.004039713541666667,False
PS_PSL 10000X.png,FN,0.00044433593749999996,False
PS_PSL 10000X.png,FN,0.005738932291666666,False
PS_PSL 10000X.png,FN,0.00185546875,False
PS_PSL 10000X.png,FN,0.0005924479166666667,False
PS_PSL 10000X.png,FN,0.0005900065104166666,False
PS_PSL 10000X.png,FN,0.0042968749999999995,False
PS_PSL 10000X.png,FN,0.00475341796875,False
PS_PSL 10000X.png,FN,0.0004020182291666667,False
PS_PSL 10000X.png,FN,0.00046142578125000003,False
PS_PSL 10000X.png,FN,0.0011964621456380178,False
