epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,6.45183,2.62019,4.52816,0.00406,0.58442,0.07755,0.0128,0.00322,2.92665,4.38602,0.00389,3.31276e-05,3.31276e-05,0.0669056
2,12.8326,2.31658,3.6854,0.00317,0.13197,0.22316,0.01634,0.0064,2.3172,4.16243,0.00292,6.646e-05,6.646e-05,0.0336056
3,19.4031,2.26602,3.16932,0.00306,0.16002,0.2994,0.03244,0.01235,2.33425,3.86933,0.00288,9.97887e-05,9.97887e-05,0.00030555
4,25.8519,2.1693,3.03898,0.0029,0.14191,0.32612,0.04106,0.01633,2.28171,3.68501,0.00286,9.99875e-05,9.99875e-05,9.99875e-05
5,32.4258,2.10807,2.9395,0.0029,0.12741,0.36744,0.05479,0.02177,2.21905,3.60553,0.00277,9.99778e-05,9.99778e-05,9.99778e-05
6,38.998,2.22349,2.84578,0.00303,0.10126,0.42269,0.07443,0.02517,2.39047,3.44065,0.00311,9.99653e-05,9.99653e-05,9.99653e-05
7,45.5493,2.14418,2.72787,0.00285,0.08372,0.47049,0.08297,0.02572,2.48271,3.31085,0.0033,9.995e-05,9.995e-05,9.995e-05
8,52.201,2.03458,2.70765,0.00272,0.07793,0.50229,0.08631,0.02705,2.41919,3.29611,0.00317,9.9932e-05,9.9932e-05,9.9932e-05
9,58.8204,2.01217,2.67937,0.00272,0.07529,0.51527,0.09102,0.02657,2.51339,3.23624,0.00328,9.99112e-05,9.99112e-05,9.99112e-05
10,65.2837,2.16693,2.65646,0.00275,0.07548,0.5407,0.09388,0.03051,2.45483,3.09936,0.0031,9.98876e-05,9.98876e-05,9.98876e-05
11,71.8457,2.0827,2.59693,0.0027,0.07739,0.5607,0.09876,0.03645,2.34001,2.98581,0.0029,9.98613e-05,9.98613e-05,9.98613e-05
12,78.6085,2.09621,2.52031,0.00278,0.08016,0.582,0.0999,0.03677,2.34609,2.87238,0.00294,9.98322e-05,9.98322e-05,9.98322e-05
13,85.1463,2.0859,2.45967,0.0028,0.08142,0.58222,0.09408,0.03072,2.43701,2.88318,0.00313,9.98003e-05,9.98003e-05,9.98003e-05
14,91.5947,2.03203,2.39837,0.00272,0.07997,0.59418,0.0906,0.02867,2.47301,2.84163,0.00322,9.97656e-05,9.97656e-05,9.97656e-05
15,98.1301,1.99451,2.38387,0.00269,0.07976,0.6041,0.08746,0.02901,2.41442,2.79997,0.00314,9.97282e-05,9.97282e-05,9.97282e-05
16,104.564,2.04127,2.33424,0.00271,0.07592,0.64741,0.09007,0.02787,2.48558,2.67781,0.0032,9.96881e-05,9.96881e-05,9.96881e-05
17,111.121,1.9785,2.24186,0.00258,0.09111,0.62696,0.0986,0.03074,2.50653,2.57478,0.00324,9.96452e-05,9.96452e-05,9.96452e-05
18,118.874,1.9378,2.157,0.0026,0.08129,0.68647,0.10145,0.03189,2.45852,2.5995,0.00315,9.95995e-05,9.95995e-05,9.95995e-05
19,125.356,1.91518,2.25931,0.00256,0.11029,0.61231,0.11304,0.0344,2.48992,2.53356,0.00318,9.95511e-05,9.95511e-05,9.95511e-05
20,133.274,1.93708,2.13241,0.00247,0.08814,0.69792,0.10599,0.03186,2.4808,2.56284,0.00319,9.94999e-05,9.94999e-05,9.94999e-05
21,140.107,1.95685,2.20344,0.00238,0.0946,0.64855,0.09832,0.02786,2.59694,2.77108,0.00338,9.9446e-05,9.9446e-05,9.9446e-05
22,146.578,1.88097,2.1334,0.0025,0.0969,0.67984,0.11036,0.03385,2.4739,2.62188,0.00319,9.93893e-05,9.93893e-05,9.93893e-05
23,154.526,1.93398,1.9943,0.00233,0.17804,0.45813,0.13109,0.04215,2.38764,2.44504,0.00304,9.93299e-05,9.93299e-05,9.93299e-05
24,163.096,1.865,1.92157,0.0023,0.16349,0.42875,0.12249,0.03518,2.50901,2.57264,0.00327,9.92678e-05,9.92678e-05,9.92678e-05
25,169.697,1.87484,2.07894,0.0024,0.1828,0.39973,0.13135,0.03961,2.4746,2.48001,0.00322,9.92029e-05,9.92029e-05,9.92029e-05
26,176.194,1.8129,1.84129,0.00247,0.19704,0.40064,0.14674,0.04307,2.51519,2.41999,0.00325,9.91353e-05,9.91353e-05,9.91353e-05
27,186.467,1.86288,1.80954,0.00232,0.20075,0.39074,0.14636,0.04311,2.46306,2.44934,0.00319,9.9065e-05,9.9065e-05,9.9065e-05
28,196.124,1.84134,1.90745,0.00242,0.18041,0.39605,0.14264,0.04108,2.53072,2.44559,0.00327,9.8992e-05,9.8992e-05,9.8992e-05
29,204.813,1.84936,1.93889,0.00225,0.20186,0.38406,0.14837,0.04517,2.43133,2.47865,0.00309,9.89163e-05,9.89163e-05,9.89163e-05
30,214.874,1.86371,1.7462,0.00241,0.21798,0.40943,0.15777,0.04713,2.45108,2.39521,0.00312,9.88378e-05,9.88378e-05,9.88378e-05
31,223.108,1.81869,1.75053,0.00237,0.2057,0.41023,0.15855,0.04983,2.46964,2.30931,0.00319,9.87566e-05,9.87566e-05,9.87566e-05
32,231.304,1.823,1.86008,0.00227,0.19754,0.39755,0.14761,0.04457,2.47688,2.47795,0.00316,9.86728e-05,9.86728e-05,9.86728e-05
33,237.779,1.82148,1.78423,0.00218,0.20266,0.38901,0.15172,0.04092,2.6502,2.2665,0.00354,9.85862e-05,9.85862e-05,9.85862e-05
34,244.269,1.82236,1.80678,0.00223,0.14639,0.54115,0.14904,0.04218,2.52306,2.55283,0.00324,9.8497e-05,9.8497e-05,9.8497e-05
35,250.835,1.85252,1.79225,0.00237,0.18908,0.51585,0.16867,0.05001,2.46313,2.46783,0.00312,9.84051e-05,9.84051e-05,9.84051e-05
36,257.452,1.81804,1.62355,0.00223,0.28675,0.41779,0.20306,0.06196,2.4286,2.30859,0.00307,9.83105e-05,9.83105e-05,9.83105e-05
37,264.062,1.84803,1.73144,0.00235,0.29623,0.44535,0.20812,0.07001,2.30049,2.24537,0.00283,9.82132e-05,9.82132e-05,9.82132e-05
38,272.291,1.79473,1.74663,0.00218,0.26479,0.40064,0.18318,0.05313,2.60697,2.36382,0.0034,9.81133e-05,9.81133e-05,9.81133e-05
39,278.766,1.81983,1.57242,0.00227,0.29492,0.45099,0.21732,0.06634,2.43784,2.23625,0.00312,9.80107e-05,9.80107e-05,9.80107e-05
40,286.07,1.85583,1.58511,0.00237,0.32917,0.46649,0.23998,0.07659,2.41659,2.0887,0.00307,9.79054e-05,9.79054e-05,9.79054e-05
41,295.532,1.86486,1.62742,0.00232,0.30279,0.41776,0.21466,0.06255,2.65395,2.0504,0.0036,9.77975e-05,9.77975e-05,9.77975e-05
42,303.399,1.87343,1.60355,0.00227,0.33678,0.44431,0.24307,0.07808,2.40734,2.05198,0.00307,9.7687e-05,9.7687e-05,9.7687e-05
43,311.47,1.75249,1.68274,0.00215,0.31531,0.44861,0.23013,0.07529,2.41956,2.07053,0.00311,9.75738e-05,9.75738e-05,9.75738e-05
44,318.213,1.85898,1.70041,0.00227,0.28639,0.42262,0.20219,0.05707,2.65161,2.07949,0.00355,9.7458e-05,9.7458e-05,9.7458e-05
45,324.752,1.82377,1.61703,0.00229,0.29499,0.43797,0.2378,0.07451,2.48406,1.99958,0.00321,9.73396e-05,9.73396e-05,9.73396e-05
46,331.781,1.7385,1.41482,0.00211,0.25771,0.38416,0.24462,0.07138,2.65987,1.99986,0.00357,9.72186e-05,9.72186e-05,9.72186e-05
47,338.283,1.80816,1.51326,0.00222,0.25384,0.40972,0.22647,0.06761,2.59273,2.11883,0.00348,9.7095e-05,9.7095e-05,9.7095e-05
48,345.182,1.76415,1.50125,0.00218,0.23031,0.3952,0.25543,0.08228,2.51017,2.06206,0.00333,9.69688e-05,9.69688e-05,9.69688e-05
