arquivo,polimero,ampliacao,escala_um_por_px,diametro_area_equiv_um,diametro_feret_max_um,diametro_usado_um,metodo_diametro,classificacao,aviso_calibracao
PE/PE 1000-1.png,PE,1000,0.1,2.8164,3.5057,2.8164,area_equivalente_poligono,microplastico,
PE/PE 1000-1.png,PE,1000,0.1,1.028,1.2166,1.028,area_equivalente_poligono,microplastico,
PE/PE 1000-1.png,PE,1000,0.1,1.1781,1.3,1.1781,area_equivalente_poligono,microplastico,
PE/PE 1000-1.png,PE,1000,0.1,1.0187,1.118,1.0187,area_equivalente_poligono,microplastico,
PE/PE 1000-1.png,PE,1000,0.1,0.9508,1.1402,0.9508,area_equivalente_poligono,nanoplastico,
PE/PE 1000-1.png,PE,1000,0.1,1.0495,1.3038,1.0495,area_equivalente_poligono,microplastico,
PE/PE 1000-1.png,PE,1000,0.1,0.6129,0.8062,0.6129,area_equivalente_poligono,nanoplastico,
PE/PE 1000-1.png,PE,1000,0.1,1.0585,1.3416,1.0585,area_equivalente_poligono,microplastico,
PE/PE 1000X 2.png,PE,1000,0.1,3.5324,5.0249,3.5324,area_equivalente_poligono,microplastico,
PE/PE 1000X 2.png,PE,1000,0.1,1.8142,2.2204,1.8142,area_equivalente_poligono,microplastico,
PE/PE 1000X 2.png,PE,1000,0.1,1.0372,1.253,1.0372,area_equivalente_poligono,microplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.6482,0.9434,0.6482,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,3.2282,4.2154,3.2282,area_equivalente_poligono,microplastico,
PE/PE 1000X 2.png,PE,1000,0.1,1.7298,2.1954,1.7298,area_equivalente_poligono,microplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.8667,1.1402,0.8667,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,2.889,3.4828,2.889,area_equivalente_poligono,microplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.9739,1.2207,0.9739,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.9608,1.118,0.9608,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.6383,0.7616,0.6383,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,1.0705,1.6279,1.0705,area_equivalente_poligono,microplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.8019,0.9487,0.8019,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.7695,0.9434,0.7695,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.6723,0.8246,0.6723,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.4787,0.5385,0.4787,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.8813,1.044,0.8813,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.749,1.0386,0.749,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.4675,0.572,0.4675,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.5466,0.6403,0.5466,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.6598,0.7557,0.6598,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.5727,0.8808,0.5727,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.7494,0.8768,0.7494,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.8467,0.9746,0.8467,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.7466,0.8357,0.7466,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.8425,1.0675,0.8425,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.8903,1.0698,0.8903,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.721,0.8175,0.721,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.6063,0.814,0.6063,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.6001,0.8342,0.6001,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.8493,1.4057,0.8493,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.7946,1.0469,0.7946,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 2.png,PE,1000,0.1,0.6889,0.9674,0.6889,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,3.2898,3.9661,3.2898,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,2.1004,2.8071,2.1004,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,6.2245,8.6729,6.2245,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,5.8567,9.6385,5.8567,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,5.1338,8.1609,5.1338,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,2.8513,3.178,2.8513,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,1.159,1.3454,1.159,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,2.3426,2.832,2.3426,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,1.5139,1.8385,1.5139,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.9474,1.118,0.9474,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.7611,0.9899,0.7611,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.658,0.781,0.658,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.863,1.118,0.863,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.7777,1.0296,0.7777,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.7485,0.9849,0.7485,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,1.715,2.6683,1.715,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.6482,0.728,0.6482,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.9373,1.1402,0.9373,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.7569,1.0,0.7569,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.7695,1.005,0.7695,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.7569,0.922,0.7569,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,1.1808,1.5652,1.1808,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,1.0464,1.2728,1.0464,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.9202,1.0817,0.9202,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.6628,0.8602,0.6628,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.5809,0.7211,0.5809,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,2.1395,2.6401,2.1395,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.4652,0.5831,0.4652,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.4853,0.6403,0.4853,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.6628,0.8602,0.6628,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.547,0.6403,0.547,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.8704,1.0296,0.8704,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.5046,0.6403,0.5046,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.7979,1.0198,0.7979,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.7225,0.9434,0.7225,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.9966,1.3342,0.9966,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.658,1.005,0.658,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.6283,0.781,0.6283,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.618,0.7211,0.618,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.7899,0.922,0.7899,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.6433,0.7211,0.6433,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.8137,1.0296,0.8137,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.7664,1.0263,0.7664,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.6129,0.7729,0.6129,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.6515,0.7899,0.6515,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.5788,0.772,0.5788,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,0.8358,1.0608,0.8358,area_equivalente_poligono,nanoplastico,
PE/PE 1000X 3.png,PE,1000,0.1,1.4396,1.8933,1.4396,area_equivalente_poligono,microplastico,
PE/PE 1000X 3.png,PE,1000,0.1,1.1122,1.3665,1.1122,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,7.9537,10.5005,7.9537,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,4.2213,5.3712,4.2213,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,1.8124,2.7731,1.8124,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,1.8334,2.1932,1.8334,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,3.1462,4.8374,3.1462,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,1.1672,1.4422,1.1672,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,1.5938,2.6833,1.5938,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,1.1617,1.6155,1.1617,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,0.7269,0.8246,0.7269,area_equivalente_poligono,nanoplastico,
PE/PE 1000X.png,PE,1000,0.1,0.9437,1.1019,0.9437,area_equivalente_poligono,nanoplastico,
PE/PE 1000X.png,PE,1000,0.1,0.6956,0.9899,0.6956,area_equivalente_poligono,nanoplastico,
PE/PE 1000X.png,PE,1000,0.1,1.7261,1.9313,1.7261,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,1.0311,1.3454,1.0311,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,1.1173,1.6811,1.1173,area_equivalente_poligono,microplastico,
PE/PE 1000X.png,PE,1000,0.1,0.6719,0.95,0.6719,area_equivalente_poligono,nanoplastico,
PE/PE 1000X.png,PE,1000,0.1,0.7949,1.1084,0.7949,area_equivalente_poligono,nanoplastico,
PE/PE 1000X.png,PE,1000,0.1,0.5883,0.7511,0.5883,area_equivalente_poligono,nanoplastico,
PE/PE 1000X.png,PE,1000,0.1,0.7715,0.9892,0.7715,area_equivalente_poligono,nanoplastico,
PE/PE 1000X.png,PE,1000,0.1,0.8767,1.1961,0.8767,area_equivalente_poligono,nanoplastico,
PE/PE 1000X.png,PE,1000,0.1,0.749,0.896,0.749,area_equivalente_poligono,nanoplastico,
PE/PE 2000X.png,PE,2000,0.05,2.3382,3.07,2.3382,area_equivalente_poligono,microplastico,
PE/PE 2000X.png,PE,2000,0.05,2.7478,3.3593,2.7478,area_equivalente_poligono,microplastico,
PE/PE 2000X2.png,PE,2000,0.05,0.4755,0.5827,0.4755,area_equivalente_poligono,nanoplastico,
PE/PE 2000X2.png,PE,2000,0.05,0.6828,1.1164,0.6828,area_equivalente_poligono,nanoplastico,
PE/PE 2000X2.png,PE,2000,0.05,0.4649,0.6012,0.4649,area_equivalente_poligono,nanoplastico,
PE/PE 2000X2.png,PE,2000,0.05,0.4404,0.7203,0.4404,area_equivalente_poligono,nanoplastico,
PE/PE 2000X2.png,PE,2000,0.05,0.3223,0.4028,0.3223,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.7274,0.8553,0.7274,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.6445,0.825,0.6445,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,1.0863,1.7924,1.0863,area_equivalente_poligono,microplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.6546,0.8684,0.6546,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.8815,1.0005,0.8815,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.7625,1.1033,0.7625,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.6498,0.697,0.6498,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.6824,0.8985,0.6824,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.6321,0.801,0.6321,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.7808,1.0935,0.7808,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.7887,1.0449,0.7887,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.83,1.0064,0.83,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.436,0.5602,0.436,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.3004,0.3961,0.3004,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,1.0645,1.4843,1.0645,area_equivalente_poligono,microplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.5666,0.7355,0.5666,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.3674,0.6781,0.3674,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.7474,1.1097,0.7474,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.6577,0.9033,0.6577,area_equivalente_poligono,nanoplastico,
PE/PE 3000X 3.png,PE,3000,0.032895,0.4083,0.582,0.4083,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,1.7106,2.0025,1.7106,area_equivalente_poligono,microplastico,
PE/PE 3000X.png,PE,3000,0.032895,1.0745,1.6132,1.0745,area_equivalente_poligono,microplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.6577,0.8138,0.6577,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.8042,1.2013,0.8042,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.5484,0.635,0.5484,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.708,0.9337,0.708,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.7606,0.9616,0.7606,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.3905,0.4951,0.3905,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,3.1076,4.9343,3.1076,area_equivalente_poligono,microplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.536,0.6463,0.536,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.4041,0.5745,0.4041,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.7368,0.8387,0.7368,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.5243,0.6319,0.5243,area_equivalente_poligono,nanoplastico,
PE/PE 3000X.png,PE,3000,0.032895,0.3656,0.479,0.3656,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.6666,0.8425,0.6666,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.6666,0.825,0.6666,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.665,0.8224,0.665,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.5933,0.6661,0.5933,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,1.5254,2.4094,1.5254,area_equivalente_poligono,microplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.5991,0.7355,0.5991,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.4825,0.5314,0.4825,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.4658,0.5314,0.4658,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.4281,0.5107,0.4281,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.4462,0.5201,0.4462,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.5116,0.6781,0.5116,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.5505,0.7508,0.5505,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.7643,1.086,0.7643,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.3289,0.5355,0.3289,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.6054,0.6939,0.6054,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.4216,0.5149,0.4216,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,1.0942,1.4282,1.0942,area_equivalente_poligono,microplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.8901,1.1755,0.8901,area_equivalente_poligono,nanoplastico,
PE/PE 3000X2.png,PE,3000,0.032895,0.82,1.5464,0.82,area_equivalente_poligono,nanoplastico,
PE/PE 500-1.png,PE,500,0.198413,5.6661,7.7279,5.6661,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,6.7203,8.7166,6.7203,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,15.0919,21.3936,15.0919,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,7.7507,10.6664,7.7507,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,12.6955,21.3936,12.6955,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,2.0943,2.4861,2.0943,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,3.1304,4.3696,3.1304,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,1.8119,2.2183,1.8119,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,2.124,2.6097,2.124,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,1.416,1.7747,1.416,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,1.0853,1.403,1.0853,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,1.3336,1.5793,1.3336,area_equivalente_poligono,microplastico,
PE/PE 500-1.png,PE,500,0.198413,1.1633,1.331,1.1633,area_equivalente_poligono,microplastico,
PE/PE 500-2.png,PE,500,0.198413,26.5183,65.2247,26.5183,area_equivalente_poligono,microplastico,
PE/PE 500-2.png,PE,500,0.198413,4.2919,4.8031,4.2919,area_equivalente_poligono,microplastico,
PE/PE 500-2.png,PE,500,0.198413,7.9739,10.0409,7.9739,area_equivalente_poligono,microplastico,
PE/PE 500-2.png,PE,500,0.198413,10.3787,12.239,10.3787,area_equivalente_poligono,microplastico,
PE/PE 500-2.png,PE,500,0.198413,2.0883,2.8408,2.0883,area_equivalente_poligono,microplastico,
PE/PE 500-2.png,PE,500,0.198413,2.478,2.806,2.478,area_equivalente_poligono,microplastico,
PE/PE 500-2.png,PE,500,0.198413,2.2388,2.7636,2.2388,area_equivalente_poligono,microplastico,
PE/PE 500-2.png,PE,500,0.198413,1.2861,1.4445,1.2861,area_equivalente_poligono,microplastico,
PE/PE 500-2.png,PE,500,0.198413,1.5267,1.7747,1.5267,area_equivalente_poligono,microplastico,
PE/PE 500-2.png,PE,500,0.198413,1.3784,1.7419,1.3784,area_equivalente_poligono,microplastico,
PE/PE 500-3.png,PE,500,0.198413,4.4581,5.3424,4.4581,area_equivalente_poligono,microplastico,
PE/PE 500-3.png,PE,500,0.198413,1.7486,2.0428,1.7486,area_equivalente_poligono,microplastico,
PE/PE 500-3.png,PE,500,0.198413,1.4248,1.8718,1.4248,area_equivalente_poligono,microplastico,
PE/PE 500-3.png,PE,500,0.198413,2.3428,2.5097,2.3428,area_equivalente_poligono,microplastico,
PE/PE 500-3.png,PE,500,0.198413,3.332,4.0176,3.332,area_equivalente_poligono,microplastico,
PE/PE 500-3.png,PE,500,0.198413,1.805,2.0234,1.805,area_equivalente_poligono,microplastico,
PE/PE 500-3.png,PE,500,0.198413,1.416,1.7068,1.416,area_equivalente_poligono,microplastico,
PE/PE 500-3.png,PE,500,0.198413,1.0968,1.331,1.0968,area_equivalente_poligono,microplastico,
PE/PE 500-3.png,PE,500,0.198413,0.8814,1.1569,0.8814,area_equivalente_poligono,nanoplastico,
PE/PE 500-3.png,PE,500,0.198413,1.1194,1.403,1.1194,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6821,0.8498,0.6821,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7274,0.8713,0.7274,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5028,0.6537,0.5028,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5921,0.7623,0.5921,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,1.0175,1.755,1.0175,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,1.4681,2.8146,1.4681,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4718,0.6358,0.4718,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4567,0.5644,0.4567,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.517,0.7315,0.517,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6955,1.1212,0.6955,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7099,1.3537,0.7099,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7111,1.1244,0.7111,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7,0.9554,0.7,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6654,0.9913,0.6654,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5493,0.7754,0.5493,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7797,0.9196,0.7797,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5117,0.6507,0.5117,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5853,0.7118,0.5853,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7823,1.3245,0.7823,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4639,0.6674,0.4639,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.9467,1.0711,0.9467,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,1.2032,1.4994,1.2032,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,2.1551,5.0326,2.1551,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,1.9822,2.4747,1.9822,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5017,0.6353,0.5017,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.619,0.7097,0.619,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,2.0688,3.1005,2.0688,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.9428,1.7946,0.9428,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6188,0.7811,0.6188,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6082,0.72,0.6082,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5413,0.6756,0.5413,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5256,0.6719,0.5256,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.596,0.9013,0.596,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,1.1843,1.6517,1.1843,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,1.8987,5.0645,1.8987,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,1.1376,1.8071,1.1376,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5861,0.8572,0.5861,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6181,0.8638,0.6181,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4063,0.5549,0.4063,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7318,1.0934,0.7318,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7885,1.2672,0.7885,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6372,0.8018,0.6372,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7513,1.5102,0.7513,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.9199,1.3395,0.9199,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,1.2427,1.4811,1.2427,area_equivalente_poligono,microplastico,
