timestamp_utc,current_experiment,current_repetition,current_seed,cpu_pct,ram_used_gb,ram_total_gb,disk_free_gb,gpu_name,gpu_temp_c,gpu_power_w,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_error
2026-09-07T00:00:03.719073+00:00,05_smolvlm_size_lora,5,5,4.2,4.26,60.43,57.02,NVIDIA GeForce RTX 4090,35,98.36,64,2612.1,24564.0,
2026-09-07T00:00:13.730070+00:00,05_smolvlm_size_lora,5,5,4.3,4.33,60.43,57.02,NVIDIA GeForce RTX 4090,36,101.08,54,2612.1,24564.0,
2026-09-07T00:00:23.740945+00:00,05_smolvlm_size_lora,5,5,4.2,4.31,60.43,57.02,NVIDIA GeForce RTX 4090,35,99.47,63,2612.1,24564.0,
2026-09-07T00:00:33.751774+00:00,05_smolvlm_size_lora,5,5,4.2,4.32,60.43,57.02,NVIDIA GeForce RTX 4090,36,102.23,47,2612.1,24564.0,
2026-09-07T00:00:43.762775+00:00,05_smolvlm_size_lora,5,5,4.2,4.31,60.43,57.02,NVIDIA GeForce RTX 4090,36,100.77,16,2612.1,24564.0,
2026-09-07T00:00:53.773881+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.02,NVIDIA GeForce RTX 4090,35,100.36,35,2612.1,24564.0,
2026-09-07T00:01:03.785095+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.02,NVIDIA GeForce RTX 4090,35,98.95,20,2612.1,24564.0,
2026-09-07T00:01:13.796069+00:00,05_smolvlm_size_lora,5,5,4.2,4.3,60.43,57.02,NVIDIA GeForce RTX 4090,36,98.82,58,2612.1,24564.0,
2026-09-07T00:01:23.807249+00:00,05_smolvlm_size_lora,5,5,4.2,4.3,60.43,57.02,NVIDIA GeForce RTX 4090,35,100.97,4,2612.1,24564.0,
2026-09-07T00:01:33.818310+00:00,05_smolvlm_size_lora,5,5,4.2,4.4,60.43,57.02,NVIDIA GeForce RTX 4090,35,88.3,67,2612.1,24564.0,
2026-09-07T00:01:43.829180+00:00,05_smolvlm_size_lora,5,5,4.2,4.36,60.43,57.02,NVIDIA GeForce RTX 4090,34,88.46,48,2612.1,24564.0,
2026-09-07T00:01:53.840367+00:00,05_smolvlm_size_lora,5,5,4.2,4.36,60.43,57.02,NVIDIA GeForce RTX 4090,35,87.32,35,2612.1,24564.0,
2026-09-07T00:02:03.851470+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.02,NVIDIA GeForce RTX 4090,34,90.34,42,2612.1,24564.0,
2026-09-07T00:02:13.862516+00:00,05_smolvlm_size_lora,5,5,4.1,4.36,60.43,57.0,NVIDIA GeForce RTX 4090,36,99.21,66,2612.1,24564.0,
2026-09-07T00:02:23.873313+00:00,05_smolvlm_size_lora,5,5,4.2,4.36,60.43,57.0,NVIDIA GeForce RTX 4090,36,103.38,68,2612.1,24564.0,
2026-09-07T00:02:33.884606+00:00,05_smolvlm_size_lora,5,5,4.2,4.37,60.43,57.0,NVIDIA GeForce RTX 4090,35,101.08,45,2612.1,24564.0,
2026-09-07T00:02:43.895309+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.0,NVIDIA GeForce RTX 4090,36,100.12,1,2612.1,24564.0,
2026-09-07T00:02:53.906525+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.0,NVIDIA GeForce RTX 4090,35,99.85,27,2612.1,24564.0,
2026-09-07T00:03:03.917906+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.0,NVIDIA GeForce RTX 4090,35,103.05,61,2612.1,24564.0,
2026-09-07T00:03:13.928898+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.0,NVIDIA GeForce RTX 4090,35,102.37,42,2612.1,24564.0,
2026-09-07T00:03:23.939772+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.0,NVIDIA GeForce RTX 4090,35,103.19,67,2612.1,24564.0,
2026-09-07T00:03:33.951492+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.0,NVIDIA GeForce RTX 4090,36,102.84,47,2612.1,24564.0,
2026-09-07T00:03:43.962104+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.0,NVIDIA GeForce RTX 4090,36,103.02,0,2612.1,24564.0,
2026-09-07T00:03:53.973089+00:00,05_smolvlm_size_lora,5,5,4.2,4.39,60.43,57.0,NVIDIA GeForce RTX 4090,35,98.81,34,2612.1,24564.0,
2026-09-07T00:04:03.984025+00:00,05_smolvlm_size_lora,5,5,4.2,4.37,60.43,57.0,NVIDIA GeForce RTX 4090,36,100.29,29,2612.1,24564.0,
2026-09-07T00:04:13.995864+00:00,05_smolvlm_size_lora,5,5,4.2,4.37,60.43,57.0,NVIDIA GeForce RTX 4090,36,106.32,24,2612.1,24564.0,
2026-09-07T00:04:24.006851+00:00,05_smolvlm_size_lora,5,5,4.2,4.36,60.43,57.0,NVIDIA GeForce RTX 4090,36,99.63,29,2612.1,24564.0,
2026-09-07T00:04:34.018201+00:00,05_smolvlm_size_lora,5,5,4.2,4.38,60.43,57.0,NVIDIA GeForce RTX 4090,35,99.14,52,2612.1,24564.0,
2026-09-07T00:04:44.030678+00:00,05_smolvlm_size_lora,5,5,4.2,4.37,60.43,57.0,NVIDIA GeForce RTX 4090,36,100.78,45,2612.1,24564.0,
2026-09-07T00:04:54.041490+00:00,05_smolvlm_size_lora,5,5,4.2,4.39,60.43,57.0,NVIDIA GeForce RTX 4090,35,99.25,14,2612.1,24564.0,
2026-09-07T00:05:04.052437+00:00,05_smolvlm_size_lora,5,5,4.2,4.36,60.43,57.0,NVIDIA GeForce RTX 4090,36,99.24,13,2612.1,24564.0,
2026-09-07T00:05:14.063885+00:00,05_smolvlm_size_lora,5,5,4.2,4.38,60.43,57.0,NVIDIA GeForce RTX 4090,35,99.95,53,2612.1,24564.0,
2026-09-07T00:05:24.074823+00:00,05_smolvlm_size_lora,5,5,4.2,4.39,60.43,57.0,NVIDIA GeForce RTX 4090,35,89.77,48,2612.1,24564.0,
2026-09-07T00:05:34.085936+00:00,05_smolvlm_size_lora,5,5,4.2,4.37,60.43,57.0,NVIDIA GeForce RTX 4090,35,89.15,49,2612.1,24564.0,
2026-09-07T00:05:44.097167+00:00,05_smolvlm_size_lora,5,5,4.2,4.38,60.43,57.0,NVIDIA GeForce RTX 4090,35,87.47,57,2612.1,24564.0,
2026-09-07T00:05:54.108247+00:00,05_smolvlm_size_lora,5,5,4.2,4.37,60.43,57.0,NVIDIA GeForce RTX 4090,34,89.82,42,2612.1,24564.0,
2026-09-07T00:06:04.119373+00:00,05_smolvlm_size_lora,5,5,4.0,4.36,60.43,57.0,NVIDIA GeForce RTX 4090,36,97.22,9,2612.1,24564.0,
2026-09-07T00:06:14.130343+00:00,05_smolvlm_size_lora,5,5,4.2,4.34,60.43,57.0,NVIDIA GeForce RTX 4090,36,101.05,10,2612.1,24564.0,
2026-09-07T00:06:24.141170+00:00,05_smolvlm_size_lora,5,5,4.2,4.33,60.43,57.0,NVIDIA GeForce RTX 4090,37,99.42,22,2612.1,24564.0,
2026-09-07T00:06:34.152169+00:00,05_smolvlm_size_lora,5,5,4.2,4.32,60.43,57.0,NVIDIA GeForce RTX 4090,35,102.62,64,2612.1,24564.0,
2026-09-07T00:06:44.163121+00:00,05_smolvlm_size_lora,5,5,4.2,4.32,60.43,57.0,NVIDIA GeForce RTX 4090,35,100.58,51,2612.1,24564.0,
2026-09-07T00:06:54.174136+00:00,05_smolvlm_size_lora,5,5,4.2,4.36,60.43,57.0,NVIDIA GeForce RTX 4090,35,100.42,48,2612.1,24564.0,
2026-09-07T00:07:04.185340+00:00,05_smolvlm_size_lora,5,5,4.2,4.33,60.43,57.0,NVIDIA GeForce RTX 4090,36,99.92,53,2612.1,24564.0,
2026-09-07T00:07:14.198047+00:00,05_smolvlm_size_lora,5,5,4.2,4.31,60.43,57.0,NVIDIA GeForce RTX 4090,36,98.28,55,2612.1,24564.0,
2026-09-07T00:07:24.209354+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.0,NVIDIA GeForce RTX 4090,36,98.84,20,2612.1,24564.0,
2026-09-07T00:07:34.220950+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.0,NVIDIA GeForce RTX 4090,36,102.65,58,2612.1,24564.0,
2026-09-07T00:07:44.232108+00:00,05_smolvlm_size_lora,5,5,4.2,4.37,60.43,57.0,NVIDIA GeForce RTX 4090,36,100.3,58,2612.1,24564.0,
2026-09-07T00:07:54.242925+00:00,05_smolvlm_size_lora,5,5,4.3,4.37,60.43,57.0,NVIDIA GeForce RTX 4090,36,102.92,50,2612.1,24564.0,
2026-09-07T00:08:04.254692+00:00,05_smolvlm_size_lora,5,5,4.2,4.38,60.43,57.0,NVIDIA GeForce RTX 4090,36,99.48,42,2612.1,24564.0,
2026-09-07T00:08:14.265416+00:00,05_smolvlm_size_lora,5,5,4.2,4.35,60.43,57.0,NVIDIA GeForce RTX 4090,36,103.16,63,2612.1,24564.0,
2026-09-07T00:08:24.276140+00:00,05_smolvlm_size_lora,5,5,4.2,4.36,60.43,57.0,NVIDIA GeForce RTX 4090,36,101.48,48,2612.1,24564.0,
2026-09-07T00:08:34.287011+00:00,05_smolvlm_size_lora,5,5,4.2,4.37,60.43,57.0,NVIDIA GeForce RTX 4090,35,98.98,17,2612.1,24564.0,
2026-09-07T00:08:44.298578+00:00,05_smolvlm_size_lora,5,5,4.2,4.34,60.43,57.0,NVIDIA GeForce RTX 4090,35,100.11,11,2612.1,24564.0,
2026-09-07T00:08:54.310156+00:00,05_smolvlm_size_lora,5,5,4.2,4.33,60.43,57.0,NVIDIA GeForce RTX 4090,35,99.76,38,2612.1,24564.0,
2026-09-07T00:09:04.321355+00:00,05_smolvlm_size_lora,5,5,4.2,4.32,60.43,57.0,NVIDIA GeForce RTX 4090,36,100.21,40,2612.1,24564.0,
2026-09-07T00:09:14.332254+00:00,05_smolvlm_size_lora,5,5,4.2,4.31,60.43,57.0,NVIDIA GeForce RTX 4090,35,90.41,38,2612.1,24564.0,
2026-09-07T00:09:24.343219+00:00,05_smolvlm_size_lora,5,5,4.2,4.31,60.43,57.0,NVIDIA GeForce RTX 4090,35,88.84,54,2612.1,24564.0,
