timestamp_utc,current_experiment,current_repetition,current_seed,cpu_pct,ram_used_gb,ram_total_gb,disk_free_gb,gpu_name,gpu_temp_c,gpu_power_w,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_error
2026-09-05T00:00:00.402901+00:00,03_vlm_polymer_real_synth,3,3,8.5,13.0,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,41,69.67,52,3337.1,16380.0,
2026-09-05T00:00:10.466833+00:00,03_vlm_polymer_real_synth,3,3,8.5,13.04,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,39,67.34,37,3337.1,16380.0,
2026-09-05T00:00:20.531819+00:00,03_vlm_polymer_real_synth,3,3,8.5,13.02,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,39,67.3,52,3337.1,16380.0,
2026-09-05T00:00:30.600463+00:00,03_vlm_polymer_real_synth,3,3,8.5,12.98,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,40,66.86,0,3337.1,16380.0,
2026-09-05T00:00:40.664836+00:00,03_vlm_polymer_real_synth,3,3,8.5,13.03,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,37,67.37,45,3337.1,16380.0,
2026-09-05T00:00:50.728825+00:00,03_vlm_polymer_real_synth,3,3,8.5,13.02,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,37,67.56,54,3337.1,16380.0,
2026-09-05T00:01:00.798846+00:00,03_vlm_polymer_real_synth,3,3,8.5,13.06,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,38,66.48,0,3336.6,16380.0,
2026-09-05T00:01:10.861820+00:00,03_vlm_polymer_real_synth,3,3,8.6,13.02,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,39,69.93,39,3336.6,16380.0,
2026-09-05T00:01:20.931838+00:00,03_vlm_polymer_real_synth,3,3,8.5,13.01,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,38,68.29,80,3336.6,16380.0,
2026-09-05T00:01:30.997836+00:00,03_vlm_polymer_real_synth,3,3,8.5,13.02,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,40,66.45,55,3336.6,16380.0,
2026-09-05T00:01:41.065854+00:00,03_vlm_polymer_real_synth,3,3,8.6,12.97,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,39,67.05,20,3369.1,16380.0,
2026-09-05T00:01:51.102543+00:00,03_vlm_polymer_real_synth,3,3,8.8,12.99,30.49,1501.52,NVIDIA GeForce RTX 4060 Ti,41,65.63,58,3369.1,16380.0,
2026-09-05T00:02:01.173836+00:00,03_vlm_polymer_real_synth,3,3,9.9,12.99,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,39,68.79,32,3369.1,16380.0,
2026-09-05T00:02:11.238837+00:00,03_vlm_polymer_real_synth,3,3,8.6,12.95,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,39,66.3,62,3369.1,16380.0,
2026-09-05T00:02:21.288932+00:00,03_vlm_polymer_real_synth,3,3,8.5,12.93,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,39,68.62,11,3369.1,16380.0,
2026-09-05T00:02:31.352613+00:00,03_vlm_polymer_real_synth,3,3,8.6,12.92,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,39,67.5,0,3369.1,16380.0,
2026-09-05T00:02:41.415826+00:00,03_vlm_polymer_real_synth,3,3,8.5,12.93,30.49,1501.53,NVIDIA GeForce RTX 4060 Ti,41,66.45,0,3369.1,16380.0,
