timestamp_utc,current_experiment,current_repetition,current_seed,cpu_pct,ram_used_gb,ram_total_gb,disk_free_gb,gpu_name,gpu_temp_c,gpu_power_w,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_error
2026-09-04T00:00:05.289520+00:00,01_yolo26_main,7,7,9.4,14.61,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,53,118.89,87,6762.3,16380.0,
2026-09-04T00:00:15.314829+00:00,01_yolo26_main,7,7,9.5,14.7,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,52,118.22,87,6762.3,16380.0,
2026-09-04T00:00:25.341860+00:00,01_yolo26_main,7,7,9.4,14.79,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,44,60.06,56,6762.3,16380.0,
2026-09-04T00:00:35.364831+00:00,01_yolo26_main,7,7,9.6,14.6,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,53,118.79,87,6762.3,16380.0,
2026-09-04T00:00:45.390819+00:00,01_yolo26_main,7,7,9.5,14.64,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,53,118.43,88,6762.3,16380.0,
2026-09-04T00:00:55.418542+00:00,01_yolo26_main,7,7,9.3,14.69,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,52,118.74,93,6762.3,16380.0,
2026-09-04T00:01:05.441824+00:00,01_yolo26_main,7,7,9.9,14.59,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,52,118.85,85,6762.3,16380.0,
2026-09-04T00:01:15.469834+00:00,01_yolo26_main,7,7,9.4,14.68,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,53,118.45,94,6762.3,16380.0,
2026-09-04T00:01:25.496985+00:00,01_yolo26_main,7,7,9.2,14.71,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,52,119.42,94,6762.3,16380.0,
2026-09-04T00:01:35.524318+00:00,01_yolo26_main,7,7,9.6,14.67,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,51,117.89,85,6762.3,16380.0,
2026-09-04T00:01:45.539950+00:00,01_yolo26_main,7,7,9.2,14.68,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,53,120.02,94,6762.3,16380.0,
2026-09-04T00:01:55.566856+00:00,01_yolo26_main,7,7,10.4,14.75,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,52,120.13,91,6762.3,16380.0,
2026-09-04T00:02:05.593787+00:00,01_yolo26_main,7,7,10.8,14.9,30.49,1511.45,NVIDIA GeForce RTX 4060 Ti,45,66.7,79,6762.3,16380.0,
