epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,6.34127,2.5043,4.31094,0.00364,0.08657,0.26689,0.02531,0.00991,2.18735,3.90878,0.00245,3.31276e-05,3.31276e-05,0.0669056
2,12.7405,2.28566,3.08133,0.00315,0.08401,0.32706,0.04339,0.01179,2.55308,3.76623,0.00322,6.646e-05,6.646e-05,0.0336056
3,19.3134,2.27233,2.96678,0.00311,0.06876,0.37879,0.05359,0.01582,2.41705,3.52497,0.00303,9.97887e-05,9.97887e-05,0.00030555
4,25.8134,2.17301,2.905,0.00292,0.07107,0.42965,0.07061,0.02479,2.23539,3.32731,0.00273,9.99875e-05,9.99875e-05,9.99875e-05
5,32.3518,2.15463,2.85136,0.00283,0.0716,0.45791,0.08363,0.02866,2.26024,3.22522,0.00279,9.99778e-05,9.99778e-05,9.99778e-05
6,39.1118,2.17055,2.74248,0.00293,0.07081,0.47661,0.0743,0.02066,2.38401,3.23686,0.00298,9.99653e-05,9.99653e-05,9.99653e-05
7,45.5237,2.0981,2.79841,0.00287,0.07374,0.49624,0.07388,0.01976,2.41543,3.23266,0.00302,9.995e-05,9.995e-05,9.995e-05
8,51.9634,2.04615,2.63924,0.00273,0.0748,0.54065,0.08444,0.02609,2.31508,3.14034,0.00284,9.9932e-05,9.9932e-05,9.9932e-05
9,58.4565,2.08152,2.59665,0.00287,0.07281,0.56278,0.09196,0.02896,2.28109,3.06894,0.00275,9.99112e-05,9.99112e-05,9.99112e-05
10,65.0004,2.06462,2.56293,0.00268,0.07104,0.57729,0.08528,0.02493,2.32462,3.03065,0.00284,9.98876e-05,9.98876e-05,9.98876e-05
11,73.5013,2.05397,2.4077,0.00259,0.07077,0.58063,0.0831,0.02438,2.34446,3.02188,0.0029,9.98613e-05,9.98613e-05,9.98613e-05
12,80.3416,2.02883,2.40734,0.00265,0.07036,0.5902,0.08458,0.02319,2.38866,2.96977,0.00299,9.98322e-05,9.98322e-05,9.98322e-05
13,86.7136,2.04104,2.4012,0.00265,0.06901,0.58161,0.07529,0.01922,2.47133,2.99602,0.00311,9.98003e-05,9.98003e-05,9.98003e-05
14,94.5129,1.96895,2.33209,0.00255,0.07103,0.59849,0.08137,0.02102,2.47369,2.8978,0.00312,9.97656e-05,9.97656e-05,9.97656e-05
15,100.923,1.93879,2.33495,0.00276,0.07198,0.62711,0.10441,0.02905,2.44148,2.76139,0.0031,9.97282e-05,9.97282e-05,9.97282e-05
16,109.877,2.01487,2.21177,0.00267,0.1791,0.44626,0.12671,0.03734,2.35285,2.63425,0.00296,9.96881e-05,9.96881e-05,9.96881e-05
17,117.002,1.97205,2.24824,0.0027,0.12522,0.43586,0.09356,0.02451,2.44654,2.75862,0.00311,9.96452e-05,9.96452e-05,9.96452e-05
18,123.475,1.95942,2.21794,0.00247,0.17115,0.32538,0.09661,0.02553,2.40555,2.71105,0.00308,9.95995e-05,9.95995e-05,9.95995e-05
19,131.114,1.9306,2.14772,0.00241,0.17258,0.33448,0.09703,0.02559,2.46744,2.60573,0.0032,9.95511e-05,9.95511e-05,9.95511e-05
20,137.685,1.91702,2.1599,0.00242,0.15772,0.32136,0.08915,0.02321,2.51925,2.60256,0.00328,9.94999e-05,9.94999e-05,9.94999e-05
21,146.618,1.86324,2.11584,0.00246,0.17996,0.34333,0.12092,0.03308,2.48071,2.45987,0.00317,9.9446e-05,9.9446e-05,9.9446e-05
22,153.512,1.88446,2.13735,0.00242,0.1791,0.30803,0.12092,0.03409,2.55683,2.47763,0.00329,9.93893e-05,9.93893e-05,9.93893e-05
23,160.057,1.91299,2.05468,0.00241,0.19109,0.36777,0.17555,0.05273,2.53376,2.34206,0.00322,9.93299e-05,9.93299e-05,9.93299e-05
24,166.599,1.87003,1.96915,0.00231,0.22275,0.37691,0.19261,0.0614,2.4577,2.30604,0.00309,9.92678e-05,9.92678e-05,9.92678e-05
25,174.995,1.8423,2.11325,0.00236,0.23318,0.37342,0.16566,0.04577,2.52502,2.33178,0.00324,9.92029e-05,9.92029e-05,9.92029e-05
26,181.543,1.90966,2.00724,0.00244,0.23651,0.35213,0.15896,0.04572,2.47699,2.3741,0.00316,9.91353e-05,9.91353e-05,9.91353e-05
27,189.35,1.91447,1.99336,0.00249,0.22772,0.37909,0.19235,0.06289,2.44685,2.24295,0.00306,9.9065e-05,9.9065e-05,9.9065e-05
28,196.778,1.88057,1.96305,0.00238,0.17725,0.36574,0.15718,0.04573,2.58196,2.33243,0.00335,9.8992e-05,9.8992e-05,9.8992e-05
29,203.435,1.87137,1.91624,0.00236,0.19356,0.35406,0.14397,0.0401,2.51065,2.36114,0.00324,9.89163e-05,9.89163e-05,9.89163e-05
30,209.878,1.85252,1.90399,0.00245,0.17162,0.37439,0.14852,0.0424,2.51728,2.29225,0.0032,9.88378e-05,9.88378e-05,9.88378e-05
31,216.91,1.88494,1.81946,0.00226,0.25266,0.36117,0.20694,0.06492,2.47634,2.10834,0.00312,9.87566e-05,9.87566e-05,9.87566e-05
32,225.568,1.83019,1.86715,0.00239,0.25809,0.34109,0.18282,0.05119,2.54232,2.1699,0.00323,9.86728e-05,9.86728e-05,9.86728e-05
33,232.03,1.89269,1.80255,0.00228,0.22972,0.30774,0.16005,0.04381,2.58172,2.21268,0.00334,9.85862e-05,9.85862e-05,9.85862e-05
34,240.6,1.7893,1.85825,0.0023,0.28196,0.39629,0.24614,0.07957,2.45024,1.95186,0.00308,9.8497e-05,9.8497e-05,9.8497e-05
35,248.607,1.83663,1.79718,0.00231,0.25544,0.32796,0.23558,0.07922,2.46001,2.02975,0.00313,9.84051e-05,9.84051e-05,9.84051e-05
36,256.47,1.92073,1.8537,0.00232,0.21542,0.37696,0.17765,0.05396,2.51042,2.15583,0.00322,9.83105e-05,9.83105e-05,9.83105e-05
37,262.873,1.80511,1.69179,0.00221,0.26015,0.35952,0.19996,0.06115,2.50351,2.08615,0.00317,9.82132e-05,9.82132e-05,9.82132e-05
