epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,6.45486,2.56971,4.22353,0.0038,0.11704,0.3421,0.04725,0.01741,2.49296,3.69577,0.0031,3.31276e-05,3.31276e-05,0.0669056
2,12.8978,2.34005,2.88934,0.00306,0.10494,0.4832,0.08071,0.03076,2.33564,3.2716,0.00296,6.646e-05,6.646e-05,0.0336056
3,19.5104,2.27186,2.74848,0.00316,0.08792,0.49987,0.08915,0.03531,2.26915,3.09876,0.00282,9.97887e-05,9.97887e-05,0.00030555
4,25.9797,2.22204,2.64991,0.00292,0.09201,0.55925,0.10811,0.03868,2.38203,2.9317,0.00301,9.99875e-05,9.99875e-05,9.99875e-05
5,32.6438,2.20821,2.53123,0.00291,0.09657,0.59136,0.12153,0.04009,2.45488,2.88706,0.0031,9.99778e-05,9.99778e-05,9.99778e-05
6,39.3074,2.17966,2.46358,0.00289,0.09397,0.62675,0.1244,0.03836,2.51697,2.82342,0.00318,9.99653e-05,9.99653e-05,9.99653e-05
7,45.7719,2.18289,2.55078,0.0029,0.09577,0.64766,0.11535,0.03609,2.46892,2.85372,0.00311,9.995e-05,9.995e-05,9.995e-05
8,52.2655,2.09287,2.42952,0.00265,0.09478,0.69447,0.12448,0.03824,2.43852,2.71675,0.00309,9.9932e-05,9.9932e-05,9.9932e-05
9,58.8132,2.106,2.34404,0.00278,0.09257,0.6844,0.11848,0.03461,2.50643,2.70882,0.00321,9.99112e-05,9.99112e-05,9.99112e-05
10,65.4183,2.07808,2.28973,0.00269,0.09898,0.69384,0.13158,0.03788,2.51329,2.70983,0.00324,9.98876e-05,9.98876e-05,9.98876e-05
11,71.9001,2.12626,2.33552,0.00267,0.10731,0.70543,0.13794,0.04061,2.42993,2.69016,0.00308,9.98613e-05,9.98613e-05,9.98613e-05
12,78.5609,2.05973,2.23617,0.00281,0.16799,0.52641,0.14414,0.04139,2.52242,2.46885,0.00321,9.98322e-05,9.98322e-05,9.98322e-05
13,85.125,1.98821,2.10013,0.0029,0.17943,0.47612,0.13993,0.0396,2.57045,2.43457,0.00332,9.98003e-05,9.98003e-05,9.98003e-05
14,91.7412,2.12493,2.25246,0.00273,0.2356,0.37749,0.14756,0.04195,2.50529,2.39463,0.00323,9.97656e-05,9.97656e-05,9.97656e-05
15,98.4035,2.00579,2.10746,0.00269,0.22328,0.4123,0.15373,0.04311,2.48749,2.41918,0.00321,9.97282e-05,9.97282e-05,9.97282e-05
16,104.98,2.05029,2.15002,0.00265,0.21118,0.45537,0.15223,0.0403,2.6006,2.40814,0.00346,9.96881e-05,9.96881e-05,9.96881e-05
17,111.568,2.03257,2.06516,0.0026,0.23531,0.37525,0.16891,0.04634,2.64504,2.37714,0.00352,9.96452e-05,9.96452e-05,9.96452e-05
18,118.134,1.96796,1.9795,0.00253,0.22544,0.45215,0.17066,0.04815,2.51498,2.42554,0.00323,9.95995e-05,9.95995e-05,9.95995e-05
19,124.819,2.05633,2.07921,0.00267,0.25465,0.37082,0.17285,0.04833,2.47405,2.39759,0.0032,9.95511e-05,9.95511e-05,9.95511e-05
20,131.407,1.99937,2.00437,0.00249,0.24951,0.36468,0.16979,0.04401,2.61501,2.33998,0.00338,9.94999e-05,9.94999e-05,9.94999e-05
21,137.852,1.99348,2.00817,0.0026,0.25037,0.34801,0.16757,0.04174,2.71435,2.33126,0.00356,9.9446e-05,9.9446e-05,9.9446e-05
22,144.293,2.00455,1.99901,0.00255,0.24266,0.35147,0.17355,0.04571,2.64778,2.40983,0.00347,9.93893e-05,9.93893e-05,9.93893e-05
23,151.009,1.97201,1.84071,0.00246,0.24908,0.42594,0.20378,0.06185,2.48774,2.26567,0.00323,9.93299e-05,9.93299e-05,9.93299e-05
24,157.551,1.94043,1.76162,0.00242,0.24522,0.42243,0.20597,0.05914,2.53129,2.29705,0.00327,9.92678e-05,9.92678e-05,9.92678e-05
25,164,1.93897,1.88734,0.00251,0.26548,0.3743,0.1977,0.05527,2.57563,2.35377,0.00338,9.92029e-05,9.92029e-05,9.92029e-05
26,170.575,1.94658,1.91348,0.00257,0.26445,0.33075,0.19267,0.05347,2.58087,2.49483,0.0034,9.91353e-05,9.91353e-05,9.91353e-05
27,176.992,1.89826,1.85412,0.00233,0.26285,0.38122,0.22109,0.06433,2.51731,2.33134,0.0033,9.9065e-05,9.9065e-05,9.9065e-05
28,183.656,1.92131,1.74604,0.00247,0.25945,0.42501,0.23842,0.06923,2.51182,2.17016,0.00328,9.8992e-05,9.8992e-05,9.8992e-05
29,190.317,1.90255,1.86322,0.00243,0.27896,0.39513,0.2174,0.05852,2.61058,2.21004,0.00349,9.89163e-05,9.89163e-05,9.89163e-05
30,196.767,1.89107,1.7679,0.00245,0.29449,0.33661,0.20843,0.05756,2.54817,2.33362,0.00338,9.88378e-05,9.88378e-05,9.88378e-05
31,203.196,1.89601,1.7027,0.00247,0.26469,0.35811,0.20951,0.0569,2.65406,2.21767,0.00353,9.87566e-05,9.87566e-05,9.87566e-05
32,209.747,1.92386,1.73808,0.00254,0.27898,0.40572,0.22668,0.06396,2.53513,2.13116,0.00331,9.86728e-05,9.86728e-05,9.86728e-05
33,216.214,1.95989,1.74769,0.00239,0.30854,0.44407,0.25305,0.07586,2.44355,2.03395,0.00314,9.85862e-05,9.85862e-05,9.85862e-05
34,223.984,1.85513,1.68121,0.00231,0.28075,0.35961,0.21144,0.05905,2.58861,2.29716,0.00343,9.8497e-05,9.8497e-05,9.8497e-05
35,230.572,1.86937,1.6376,0.0024,0.28358,0.36984,0.22864,0.06409,2.59587,2.1816,0.00348,9.84051e-05,9.84051e-05,9.84051e-05
36,237.395,1.89109,1.6268,0.00229,0.27345,0.42484,0.23697,0.06543,2.59839,2.1839,0.00342,9.83105e-05,9.83105e-05,9.83105e-05
37,243.858,1.87472,1.52753,0.00219,0.26117,0.40232,0.20816,0.05605,2.61008,2.29104,0.00343,9.82132e-05,9.82132e-05,9.82132e-05
38,251.719,1.85316,1.48647,0.00243,0.28934,0.38148,0.22695,0.06268,2.5021,2.37602,0.00325,9.81133e-05,9.81133e-05,9.81133e-05
39,258.192,1.8109,1.50533,0.00211,0.27901,0.35683,0.22376,0.05903,2.66594,2.40228,0.00359,9.80107e-05,9.80107e-05,9.80107e-05
40,266.714,1.9154,1.60402,0.00233,0.29687,0.39228,0.24297,0.06543,2.56862,2.39541,0.00345,9.79054e-05,9.79054e-05,9.79054e-05
41,273.319,1.83916,1.53184,0.00215,0.30698,0.37323,0.23406,0.06451,2.56035,2.45411,0.00338,9.77975e-05,9.77975e-05,9.77975e-05
42,279.799,1.84906,1.49072,0.00217,0.32158,0.3635,0.24121,0.06761,2.57952,2.359,0.00341,9.7687e-05,9.7687e-05,9.7687e-05
43,286.314,1.86626,1.51133,0.00232,0.33101,0.32709,0.21547,0.05867,2.60259,2.50638,0.00346,9.75738e-05,9.75738e-05,9.75738e-05
44,292.751,1.81743,1.47003,0.0022,0.32015,0.36822,0.22957,0.06466,2.58203,2.27216,0.00344,9.7458e-05,9.7458e-05,9.7458e-05
45,299.17,1.83307,1.41944,0.00231,0.32523,0.35771,0.24365,0.06697,2.65236,2.25949,0.00359,9.73396e-05,9.73396e-05,9.73396e-05
46,305.724,1.88512,1.4863,0.00225,0.35649,0.38562,0.30249,0.0918,2.54652,2.1278,0.0034,9.72186e-05,9.72186e-05,9.72186e-05
47,312.626,1.84579,1.45345,0.00234,0.33295,0.33549,0.28334,0.08071,2.70323,2.2712,0.00373,9.7095e-05,9.7095e-05,9.7095e-05
48,319.031,1.781,1.39521,0.00222,0.2829,0.37625,0.21714,0.05852,2.656,2.30738,0.0036,9.69688e-05,9.69688e-05,9.69688e-05
49,326.816,1.77683,1.43443,0.00226,0.29256,0.4192,0.22987,0.06085,2.68162,2.09174,0.00365,9.68399e-05,9.68399e-05,9.68399e-05
50,333.295,1.86871,1.44402,0.00235,0.29171,0.39853,0.21883,0.05604,2.71411,2.17791,0.00374,9.67085e-05,9.67085e-05,9.67085e-05
51,341.915,1.79023,1.40454,0.00217,0.31524,0.41018,0.23235,0.06556,2.53599,2.25397,0.00341,9.65746e-05,9.65746e-05,9.65746e-05
52,348.709,1.75461,1.39271,0.00218,0.28752,0.41768,0.22148,0.0578,2.71105,2.16156,0.00377,9.6438e-05,9.6438e-05,9.6438e-05
53,355.162,1.80714,1.36317,0.00206,0.2767,0.43529,0.24228,0.06577,2.65428,2.07843,0.00367,9.6299e-05,9.6299e-05,9.6299e-05
54,362.295,1.76923,1.46541,0.00206,0.28509,0.38159,0.21406,0.0569,2.66838,2.28781,0.0037,9.61573e-05,9.61573e-05,9.61573e-05
55,368.765,1.7938,1.28882,0.00215,0.28689,0.36492,0.20889,0.0554,2.74736,2.31426,0.00378,9.60131e-05,9.60131e-05,9.60131e-05
56,377.155,1.78562,1.32504,0.00227,0.34602,0.42557,0.31541,0.08992,2.61811,2.09571,0.00352,9.58664e-05,9.58664e-05,9.58664e-05
57,383.725,1.79579,1.36026,0.00225,0.38185,0.35714,0.31185,0.08036,2.78326,2.11607,0.00389,9.57172e-05,9.57172e-05,9.57172e-05
58,390.152,1.77953,1.36319,0.00224,0.36708,0.35985,0.25771,0.06346,2.77409,2.21208,0.00386,9.55655e-05,9.55655e-05,9.55655e-05
59,397.186,1.80416,1.43504,0.00216,0.41899,0.37547,0.27795,0.08185,2.56187,2.25136,0.00341,9.54112e-05,9.54112e-05,9.54112e-05
60,403.745,1.75434,1.35818,0.00223,0.35644,0.34922,0.25706,0.06475,2.80845,2.28466,0.0039,9.52545e-05,9.52545e-05,9.52545e-05
61,411.446,1.77432,1.37584,0.00202,0.40797,0.37587,0.33917,0.09251,2.72872,2.06081,0.00374,9.50953e-05,9.50953e-05,9.50953e-05
62,418.103,1.76221,1.28942,0.00209,0.45148,0.37105,0.36255,0.10657,2.58204,2.14039,0.00349,9.49336e-05,9.49336e-05,9.49336e-05
63,425.755,1.78477,1.25944,0.00219,0.37674,0.37074,0.26112,0.06848,2.70988,2.19727,0.00364,9.47695e-05,9.47695e-05,9.47695e-05
64,433.551,1.72266,1.30514,0.00208,0.36832,0.40377,0.2875,0.08471,2.57747,2.04338,0.0034,9.46028e-05,9.46028e-05,9.46028e-05
65,440.113,1.74746,1.26464,0.00213,0.3605,0.39575,0.28536,0.0801,2.64735,2.07075,0.00355,9.44338e-05,9.44338e-05,9.44338e-05
66,446.614,1.78459,1.31679,0.00219,0.33159,0.37401,0.24503,0.05951,2.80094,2.20008,0.0039,9.42623e-05,9.42623e-05,9.42623e-05
67,453.249,1.77837,1.3477,0.00208,0.36108,0.40564,0.27931,0.07655,2.59152,2.19257,0.00349,9.40884e-05,9.40884e-05,9.40884e-05
68,459.823,1.789,1.27385,0.0021,0.47576,0.35284,0.336,0.09061,2.71909,2.16627,0.00375,9.39121e-05,9.39121e-05,9.39121e-05
69,466.845,1.69396,1.26766,0.00223,0.38705,0.32677,0.26921,0.06456,2.92538,2.2967,0.00419,9.37334e-05,9.37334e-05,9.37334e-05
70,473.313,1.75865,1.31054,0.00204,0.34079,0.40809,0.24651,0.06372,2.63984,2.35244,0.00359,9.35523e-05,9.35523e-05,9.35523e-05
71,479.872,1.76928,1.32814,0.00219,0.33807,0.41436,0.2682,0.07468,2.4872,2.30305,0.00326,9.33688e-05,9.33688e-05,9.33688e-05
72,486.404,1.80067,1.27375,0.0021,0.32683,0.36801,0.22414,0.05193,2.84713,2.31093,0.00394,9.3183e-05,9.3183e-05,9.3183e-05
73,495.675,1.76843,1.23651,0.00223,0.37759,0.38392,0.28756,0.07544,2.75962,2.15854,0.00379,9.29948e-05,9.29948e-05,9.29948e-05
74,502.43,1.78261,1.30404,0.002,0.383,0.37043,0.2918,0.08127,2.6433,2.19825,0.0036,9.28042e-05,9.28042e-05,9.28042e-05
75,508.908,1.76404,1.21762,0.0021,0.37955,0.36714,0.28255,0.07383,2.73864,2.18618,0.00381,9.26113e-05,9.26113e-05,9.26113e-05
76,515.378,1.71859,1.22968,0.00205,0.38131,0.41526,0.32535,0.0936,2.55037,2.01248,0.00346,9.24161e-05,9.24161e-05,9.24161e-05
77,521.906,1.7275,1.17041,0.00211,0.35437,0.42084,0.29013,0.08018,2.53351,2.05553,0.00343,9.22186e-05,9.22186e-05,9.22186e-05
78,528.364,1.71221,1.21345,0.00205,0.35798,0.41373,0.27229,0.06715,2.73799,1.9959,0.00379,9.20188e-05,9.20188e-05,9.20188e-05
79,534.937,1.71258,1.15916,0.00222,0.3812,0.41686,0.2934,0.073,2.77653,1.97654,0.0038,9.18167e-05,9.18167e-05,9.18167e-05
80,541.43,1.74122,1.23649,0.00204,0.37333,0.41265,0.29352,0.07964,2.64113,2.07592,0.00359,9.16124e-05,9.16124e-05,9.16124e-05
81,548.462,1.75723,1.21944,0.00206,0.33038,0.36169,0.23254,0.0577,2.79404,2.16622,0.00388,9.14058e-05,9.14058e-05,9.14058e-05
